label,text,text_length,real_review
5,order accurate and seller friendly thanks for shipping even tho theres virus going on,14,1
4,i like the chair is comfortable and i like it thanks,11,1
4,product was ok but price us a little too expensive for the size,13,1
5,item came quick and in good condition would definitely buy again,11,0
5,super protective casing to protect the screen protector and has many wipes to remove dust,15,1
5,quality not bad baked my first ever pizza highly recommend,10,1
5,very clear and no static sound good quality kids loved it,11,1
5,received in good condition can fit nicely in my sling bag happy with the purchase ,15,1
5,very nice colour hope that there will promo soon will buy again,12,1
5,ordered just 23 days ago and it came already taste good too,12,1
5,nicely packed havent tried yet but hope its good as it says ,12,0
5,delivery took a long time but item is good,9,1
5,item took about 2 weeks to arrive easy to assemble and looks like its description,15,1
5,nice  packaged well bought two at once ,7,0
4,functional and effective ,3,1
5,cowabanga ,1,0
5,super fast delivery within 2 days and all were packed nicely the products are all in good condition and i am happy with this purchase,25,0
5,delivery took a while but wow its worth the wait a picture speaks a thousand words thanks seller ,18,1
5,impressed really surprised that it came within 5 days despite circuit breaker period product works well,16,0
5,super cute sadly i didnt get the heart giant one regretting but overall super cute and high quality,18,1
5,shirts are really comfortable would buy again ,7,1
5,effective in preventing hair loss need take consistently tablet is big,11,1
5,its great tnx to shopee,5,1
5,second purchase and as usual extremely efficient delivery and items all arrived correctly and in great condition highly recommended ,19,1
5,received in good condition thin material but with this price its acceptable,12,1
5,quite a huge portion n came in a box quite fast delivery n very delicious n cheap cake worth the price n recommended pls try n u wont regret ,29,1
5,the bowl came in great condition love this product use it for baking ,13,1
4,only packaging looks a bit outdated overall ok,8,1
5,wait for a few days only  today received it at letter box  look nice ,14,1
5,the heat pack is good this is my 2nd time buying ,11,1
5,came fast good quality the colours are also great and is a bit lighter than normal kettles ,17,1
5,seller very proactive n good will surely order again,9,0
5,received in good condition nice quality thank you,8,1
4,testing it out ,3,0
5,item received relatively fast delivery fits nicely and doesnt fogs up because the top allows air in i wear specs also fit nicely on top of it will get more of the shield reasonable price for local stock recommended ,39,1
5,got this during flash deal at 588 received within a week safely wrapped in bubbles ,15,0
4,the books came just as expected missing a star as some of the books were just slightly dented but the rest were great,23,1
5,pretty and quite good for the price true to the picture delivery time was reasonable too,16,1
5,works with my samsung 40in smart tv,7,1
5,cheapppppppp thank youuuu happy with the purchasesssssssss fast delivery good deal,11,1
5,good quality happy with the purchase will get more in future thank you,13,1
5,fast delivery genuine product registered with apple store sg ,9,1
5,item well received however shipping took awhile almost 2 weeks plus,11,0
5,item received with the box dented but it doesnt affect the overall condition of the item happy with the quality with the price i paid,25,1
5,order only took 2 days to be delivered very efficient budweiser beer expires in dec so still got a good 7 mths to consume great purchase very efficient ,28,0
5,good value for money packaged nicely ,6,0
5,item is so small hoping its a bit big anyway my cat loves to play,15,1
5,nice cup,2,1
5,very fast delivery and great price will purchase again when i need them,13,0
4,all good just for the green tempered glass is faulty,10,0
5,received in 6 days quite fast indeed well packed and came with free sample and cute stickers value for the money too cheaper than retail  thank you seller ,28,1
5,surprised by the quality even comes with a tag will come back for more ,14,1
5,good quality bedsheet i love the design and would definitely buy again if i need,15,1
4,plastic quite thin flimsy,4,1
5,fast delivery yet to try fast delivery yet to try fast delivery yet to try ,15,0
5,perfect condition works ,3,1
5,shipping was pretty fast and items received in good condition seller was responsive and all would buy from seller again ,20,0
5,efficient service good food,4,1
5,ordered on 30th sep received on 4th octcute and quality not bad,12,1
5,item received well packed and in good condition quality is not bad comfortable for me to wear will purchase again if need thanks,23,1
5,really pleased with the product the material is thick and is a single piece theres even a cover for the charging port to avoid dusts from entering ,27,1
5,got my item item is exactly as per describe ,9,1
5,good cheap fast delivery good for buying will purchase again ,10,1
5,item came as expected nice print would recommend it to others,11,1
5,received the item with thanks delivery took abt a week to arrive hope its useful thank you ,17,0
4,the detergent smell very nice  the wipe was okay too just the cover cant close tightly and worried its will dry up easily after open ,25,1
5,nice material and quality fits nicely my second purchase love it,11,1
5,received the filter service was good ran out of the one i ordered and they gave a free upgrade thanks ,20,1
5,tested and both are working fine fast delivery less than a week ,12,1
5,delivery a bit long but product is of good quality suitable for toddlers,13,1
5,good quality items received well happy with purchase thank you,10,1
5,amazing material and what a great product  i got what i ordered and in good packing condition  sooner than i thought i will receive even though i ordered standard  hope it stays the same after the wash  thanks seller ,39,1
4,fast delivery yet to tey,5,0
5,very good mist is alot and can feel the smell love it thanks alot worth the money,17,1
5,tested battery first charged at around 1 hour suction quite effective for bed thanks ,14,1
5,loves to buy from this seller multiple purchase quality of the items is good for the price ,17,1
5,came well packed in a box have yet to try it but looks really good would purchase again ,18,0
5,the product original and safe packaging ,6,1
5,adidas logo is very ugly and there are spelling mistakes for the tag at the sode of the pants not worth buying very horrible design ,25,0
5,items well received thank you for the many samples ,9,0
5,very good items tested the items performed as what it described fast charging can feel good quality product good finishing now i can fast charge my ipad pro unlike the original charger which charge at its normal speed i would highly recommend buy recommended my sister to buy as well,50,1
5,fast delivery  with free gift  hopefully its nice  thank you,10,0
5,the smoke variant is on the left and redblack is on the right redblack looks cooler to me,18,1
5, love the set zips has no issues  ,7,1
5,a bit small on my head can fit on my 4 yr old though ,14,1
5,my 2nd piece  fast delivery,5,0
5,like the mild grapefruit taste of this soda 0 calorie makes it even better will purchase other flavor once i finish this time round singpost did not just leave the package outside my door delivery guy rang door bell,39,1
4,item came with bubble wraps but theres a small scratch on the packaging ,13,0
5,overall satisfied and thanks for the freebies,7,1
5,came after 8 days now installed thanks seller fast delivery recommend,11,1
5,very slow delivery took a week locally for delivery product is good ,12,1
5,it is good but it is broken because i broke it but it still works ,15,1
5,hopefully this one is better than the 2d bought the 2d one and managed to get a deep scratch on it ,21,0
5,gd quality breathablei like itwill buy again ,7,1
5,fast deliver as usual  ,4,0
5,taste not bad the shaker is pretty useful as well q filling,12,1
5,very responsive and received the etickets in minutes ,8,1
4,ordered on 24 april and received on 13 may be prepare to wait for around 3 weeks to receive your goods worth the wait though best black coffee around would have given it 5 stars if they didnt make me waited so long,43,1
5,better than i expected after reading some reviews  received item in good condition and it was quite fast too,19,1
5,first time getting from this seller delivered with 34days all items look not bad thanks,15,1
5,very cute baby attire as pictures,6,1
5,great quality very happy with purchase will buy again,9,1
5,delivered in good condition and all in a piecefixed in ,10,0
5,expiry 2022 so fresh stock arrived with good amount of samples and well bubblewrapped ,14,0
5,bought during flash sale convenient and suitable for family size of 3,12,1
5,love it super pretty bought it on flash sales so its really worth it delivery was quite long as it was sent by post ,24,0
5,happy with purchase very cute and cuddly good for babies,10,1
5,item came as exact in the picture  quality is comfortable and not too thick  very comfortable ,16,1
4,different from what i bought previously from the buyer directly from shop a year ago the one i received is wo liniq wordings whereas previously there is,27,1
5,order received looks pretty good quality feels good too will repurchase if need,13,1
5,quick delivery and this is my 3rd buy good and quite fast charging although there is no fast charging function ,20,1
5,got what i ordered another satisfied customer ,7,1
5,compact i have tried to tighten my spectacle it work well love it ordered on the 28 april and received on the 17 may,24,1
5,very pretty gloss good for cool tone skin gloss smells like mint and i think it actually gives a plumping effect delivery was fast took 3 days but the forwarder doesnt provide status updates until item is at their hub,40,1
4,box abit dented when receive but lighting is good thanks,10,1
5,item received in good condition love the game will buy again ,11,1
5,quick delivery product came in good condition only thing is the depth of the cover is unable to protect the camera lens better to get a separate lens protector for those who might be keen on getting this cover ,39,0
5,have not try yet looks ok  thanks ,7,0
5,works wonder first wash i use 2 cubes as per instruction and use tub clean and i can see the dust floating in the water when its cleaning ,28,1
5,one of the besttasting potato chips around highly recommended,9,1
5,my baby girl loves it so much thanks for the fast delivery appreciate sellers response ,15,1
5,bought cooker bear and pineapple design they are cute and fit in easily,13,1
5,great delivery speed came with free gift also  very thoughtful seller 5star,12,0
5,items are all bubble wrapped thickly to prevent leakage thumbs up for the detailed packaging,15,0
5,item well received first time purchase hope is good,9,0
5,havent try yetfast deliveryworth the moneythank you,7,0
5,items in good condition and working fine thank you,9,1
5,fast delivery and arrived in good condition will purchase again if needed,12,0
5,received my parcel fast and in good order great seller will try out if it works for me  ,18,0
5,came with samples very fast delivery highly recommend  ,8,0
5,received items in order yet to try thank you for the flash sale ,13,0
5,mask is perfect for my 25yo and its reversible delivery was timely as well thanks ,15,1
5,quite different from other jerky it is rather oily amd not salty although it is tasty seller is very responsive shipping is prompt ,23,1
5,received in good condition much wowz nice heat and vibration,10,1
5,filter is authentic and came within 2 days very efficient thank you,12,1
5,received in nice packaging and friendly delivery guy the cookies yummy however slightly sweet for my taste bud,18,1
5,item received with good condition and fast delivery too thank you ,11,0
5,seller is so kind  patient to help me to check if product will be restock  etc thankful for the sticker received in great condition  its beautiful  love it ,28,1
5,as advertised fast delivery convenient with mobile phone always by your side ,12,1
5,one of the fastest shipping got it less than 24 hours for the delivery thank you for the services the mask is quite comfortable as wellthe ear loop is quite elastic for long day wearing,35,1
5,good and fast delivery have been using this for my babys clothes since day 1 ,15,1
5,item received in good condition the material is soft and light good for hot weather image taken is front and back yet to wash so dont know after washed ,29,1
5,good buy all import from taiwan very nice a d fresh recommended highly recommended highly recommended and good product good prices uploaded picture for your reference please go ahead if interested ,31,1
5,steps a little thin but still able to take my weight value for money hopefully able to last,18,1
5,great colour  and fast delivery ,5,1
5,delivery was slow items received in good condition thank you  ,10,0
5,material not very thick but serves the purpose good purchase,10,1
5,received  good ,2,1
5,awesome we love it fast shipment packed well works great lovely lights good speakers really surprised us awesome awesome awesome thanks seller,22,1
5,these are adorable i love them very very nice received well packed well thank you so much will order more soon ,21,1
5,received safely,2,0
5,lovely and soft a little small but seems to be able to do the job well,16,1
5,quality essential oils made a few purchases items are well packaged and seller is really friendly free glass vial and funnel for the essential oils too thank you,28,1
4,quite thin material ,3,1
5,cheap price compared to outside market fast shipping ,8,1
5,very good quality like the picture good value very happy,10,1
5,nice quality is good delivery ok cant wait to try,10,1
5,happy with purchase ,3,1
5,the item is good its suitable for girls thank you so much ,12,1
5,this is very qualified watch good quality nice details and heavy good seller good shipping safe and carefully packed top notch,21,1
5,matches my apple watch perfectly the magnet is very strong and the strap feels comfortable,15,1
5,delivery was very quick and process was smooth,8,0
5,fast delivery and item came well packed includes a little free gift too works well ,15,0
4,excellent fit good material and finish might do better if packed in a hollowed roll slightly bent two of these,20,1
5,delivery was considered fast given current situation and ships from china quality of casing and screen protector is really good and worth it 2 screen protectors provided as mentioned and super easy to install case is sturdy and has slots to insert game cartridges too well packaged for delivery,49,1
5,see photos attached pleased with this buy cheap but acceptable quality need to stick properly be careful its very hard to remove once you paste it,26,1
5,never disappointed with their wet wipes thick and good,9,1
5,receive the item in good condition receive the item in good condition ,12,0
5,super easy to use dont have to queue at the counter after immigration anymore ,14,1
5,item came as per description small and nice to use to clean baby,13,1
5,item arrived well protected and in good condition repeat purchase,10,0
5,the coffee not that strong if a little bit more coffee will be good,14,1
5,prdered 2 pairs at one go material is thick which is good however it wasnt packed in a plastic bag so i feel its unhygienic plus the yellow looks very dull not bright overall was pleased thanks,37,1
5,shipment is very fast product quality is very good,9,1
4,ordered two exact same note 8 screen protector but design came in diff contacted the seller to double confirm if the protector is for note 8 and seller responded fast so apparently they have 2 diff design for note 8 protector yet to try ,44,0
5,very nice but need to size up,7,1
5,cheap and good works well delivered within a week ordered 1 black and 1 gold mount comes with plate 2nd plate stuck on phone already ,25,1
5,great quality same as picture recommend to buy love it ,10,1
5,received bubble wrapped in good condition yet to try fast delivery,11,0
5,item was ordered on 10 nov and received on 19 nov item received as expected havent tried though ,18,0
5,good quality and received in good condition,7,1
5,fast delivery ordered and received next day good service better quality than buying in the market will not look further anymore to purchase thank you,25,1
5,my 2nd purchase 20 set on this item is nice to use it buying to give friend all love it,20,1
5,bought my size but still small should buy one size bigger than your original size thanks,16,1
4,decent quality bag i just received it today so havent tried it out yet hopefully it will stand the test if time not sure if itll fit my belt it is quite small but the shape is cool ,38,1
5,the milk bag is soft type and very easy to store delivery was very fast will buy again,18,1
5,this is my 3rd purchased very powerful power bank but abit heavyweights better than other remax pro 30000mah model highly recommended fast delivery service n cheaper that other sellers,29,1
5,fast packaging and delivery ,4,0
5,had some issue but shop was fast to reply not bad ,11,0
5,good product quality and fast delivery always buy whenever it finish,11,1
4,the material is rly soft the colours arent that clear but its still pretty ,14,1
5,delivery is quite fast considering its from overseas ,8,0
5,do visit our page we have a variety of female accessories ranging from rings earrings necklaces and more   minimalistsg ,19,0
5,product seems rather sturdy fast delivery,6,1
5,fast delivery and great service all items received in good condition highly recommended thanks a lot,16,0
5,i have received the items by courier mail all items are in good condition price is reasonable too ,18,1
5,power n very good packaged well n in good condition surprisingly came with gift,14,1
5,came the next day after ordering really good quality its wetter than jeju will buy again if the price is around jejus old original price ,25,1
5,fast delivery free samples too ,5,0
5,package well packed and fast shipping ,6,0
5,very good easy to fix a bit loud but fan is stable and windy adjustable stand length is easy to change also,22,1
5,took around 1 week to receive product had no damage because it was bubble wrapped very carefully,17,0
5,fast delivery order today then received the next day i like the sweet taste worth the money thank you,19,1
5,thanks i recieved,3,0
5,fast delivery quality with no defect even come with simple wrapping will recommend,13,0
5,item came in good condition and fits well on me  thank u ,12,1
5,delivery was good call before reaching yet to test,9,0
5,bought for hubby as he is essential service and need to wear mask whole day and it can be quite painful for the ears,24,0
5,i love it so much its quite stretchy which i like alot should buy bigger size than what you measurewant because there could be some difference,26,1
5,abit tight but apart frm that its okay haidididkidkdododod,9,1
5,good,1,1
5,looking good hope they would fit my boyfriend,8,0
5,box was badly dented but item inside was ok a bit ex though ,13,1
5,delicious fried chicken from monga fried chicken in singpost centre esp the nuggets thanks for the great deal during promo ,20,1
5,still one of the better dry shampoo ive tried like the scent of this,14,1
5,received in good condition item was well wrapped it is cute and not flimsywill buy again ,16,1
5,item received same as picture quite fast delivery thanks ,9,1
5,delivery very fast good product,5,1
5,very fast and prompt delivery by seller hope this works for my skin ever since the mask wearing ,18,0
5,very comfortable to wear recommended,5,1
5,item received thank for the super good tape  will buy again ,11,1
5,item received well packed with bubble wrap good product my kid loves the lights ,14,1
5,for less than 15 the shoes are feels good for brisk walkinglightweight  love it,14,1
5,padding is thick like what is mentioned in other photos im 16m 606kg and 36b would recommend size l for a more comfortable fit ,24,1
5,fast delivery and packaged very nicely lid was wrapped in plastic wrap,12,0
5,delivered quite fast despite current conditions colours look v good too ,11,1
5,fast delivery and good condition will buy again ,8,0
5,received items in good order took quite a while since cb period ,12,0
5,ok with the price paid hope it can last after wash,11,1
4,good product quality fast shipping second purchase seller always put a keychain at each short,15,1
5,i think is ok abit right still elastic wear as underpants so should be ok,15,1
5,ordered received dress is good and very comfy thanks seller,10,1
5,received a day after ordering seller do message to confirm delivery date and time red bean buns are soft and larger in size seller gave freebies buns of different flavours thanks seller,32,0
5,size of the base product is good for beginner ,9,1
5,the product is look good and the material is good and it come with good condition the size just nice not too big and not too small this is really high waist panty,33,1
5,good very good value too buy during time sales thank you seller,12,1
5,great quality the material is v nice and soft shipping took around 3 working days the mask is also quite big and fits comfortably ,24,1
5,product received undamaged very bright light when first put in battery ,11,1
5,item received but havent try got small extra gift ,9,0
4,received tickets very fast however maybe the officer in river safari didnt understand the tc have to pay additional price for amazon river boat which suppose included in the tickets wth,31,1
5,great quality and true to picture will purchase again for friends and family ,13,1
5,love the dress the material is good no complains,9,1
5,finally can make dalgona coffee without tiring myself out love it ,11,1
5,super fast delivery and things are well packed in the carton,11,0
5,surprised by the fast delivery good service have yet to try quality seems good when touch for 800tc ,18,0
5,did not have user manual but overall nice,8,1
5,item well received material is super comfy and soft the size is just nice,14,1
5,fast shipping and good packaging items came as expected and were not squashed recommended ,14,1
4,not bad for this price fan wind is strong and the more cooling you want the more ice you have to put,22,1
5,same as the top review because i bought everything together,10,0
5,next day delivery nice that it came in a box as it is a gift recommended ,16,1
5,i got exactly 50 pieces thank you seller for fast delivery  ,11,0
5,fast delivery and good product thanks to seller is recommended and trusted ,12,1
5,recommended going to change to this instead of my old highly raved sunscreen shipping was efficient on sellers end but sgs side is kind of slow,26,1
5,delivery took a week nice product and very cheap got during flash deal,13,1
5,considered cheap and fast delivery thanks,6,1
5,good quality and great price cheaper than i bought in daiso and better quality ,14,1
5,very good product delivery about one week,7,1
5,received within 3 days of purchase and packed nicely  thank you,11,0
5,looks very cute material seems ok however product was stuffed into the plastic bag carelessly and looks messy ,18,1
4,do not know why there are some dirty stains on the cloth delivery is fast ,15,0
5,item received in good condition glad that it fits nicely into my graco pack n play playpen,17,1
5,delivered in abt 1 week item is in good order  value for money ,13,1
5,order received well thank you for the secure packing and good product  ,12,1
5,at last delivered quit delayed by speedpost suppose to be express delivery scoop is big very hard plastic good sure last long,22,1
5,just as what was advertised thank you seller,8,1
5,so cute  pretty just like in photo smooth  thin material perfect fr sg weather definitely purchasing again,17,1
5,i ordered transparent case its fit my apple watch 38mm well  and now i no need to worried about scratches on the screen  highly recommended very good quality at super cheap price will repeat the order again ,37,1
5,great product to try different flavours acceptable delivery recommended seller thank you ,12,1
5,love it so cool thankyou so much ,7,1
5,6th time buying from seller but delivery was way slower than usual but i still like the quality of the bags looks real  thanks seller,25,1
5,well packed well received ,4,0
5,parcel safely delivered to my doorstep 1 week after order date fast delivery bubble wrapped and no defects found thank u,21,0
5,repeated orders fast delivery,4,0
4,thank you seller fast delivery and not bad quality merry christmas  everybody ,12,1
5,item works value for money just have a strong smell that cant seems to wash away,16,1
5,well received with thanks colour is nice  material is comfortable ,10,1
5,cool when you wear itjust nice to fit for hubby,10,1
5,so glad that it arrived even though its preorder considering my led light order didnt arrive its a good space saving table so its very much worth it,28,1
5,fast delivery items received in good condition and ok for the price paid,13,1
5,same as advertised fast shipping too good value,6,1
5, reiceived in good condition and quite delivery fast,8,0
5,material is thick worth the money paid the color and design are good ,13,1
5,iitem received as shown smooth and fast delivery thank you,10,0
5,fast delivery items come perfectly wrapped even box is not dented,11,0
5,received product in good working condition ,6,0
5,fast delivery and nicely packed looks good but my hamster seems to be quite picky ,15,0
5,in safe packaging  no fancy paper bag or marhens j paper bag z,13,0
5,good good cute cute flower pop up holder fir cuties ,10,1
5,very quality,2,1
5,great product but have not used it yet so hope alls good when using,14,1
5,as per describe  fast delivery ,5,1
5,very fast delivery and free gift received,7,0
5,good its clear and came as per description looks simple ,10,1
5,good price,2,1
5,fresh food at door steps have been patronising for 3 years really thankful for mr tan and qqmart team for making my groceries shopping much easier ,26,1
5,i was surprised at how fast the item came looks good yet to install on my guitar and try ,19,0
5,fast delivery and great deal during flash sale wishtrend always are generous with their samples,15,1
5,item with parts well received excited to give it a try,11,0
5,ordeted on 16th and received today it was well wrapped thank you seller looks same as the picture have yet to open up for use so unable to comment yet,30,0
5,okokokokokok good for price paid can buy again,8,1
5,very nice dress love it very much that i ordered a second piece army green,15,1
5,received in good condition shipping expected to be later than usual given current situation thanks seller,16,0
5,the delivery was fast and responsive  will order more next time ,11,0
5,item come with bubble wrap protection delivery time was good seller gave a small gift much appreciated ,17,0
5,love it easy to wear been wearing since day 1 of confinement breathable it doesnt roll up delivery was fast item came as expected ,24,1
5,fast delivery but yet to try the product ,8,0
5,slightly dented fast delivery purchase not for fussy buyer ,9,0
5,fast delivery item worked as stated very happy with purchase,10,1
5,bought on 17 may shipped out the next day received in a week have not tried it yet expires in 2023 overall satisfied with the purchase,26,0
5,item came in a double bag yet was still dented in the corner however the item was in working condition so overall no complains ,24,1
5,trying to grow some onions to get spring onions looks good ,11,1
5,delicious did not disappoint box was a bit wet because of the rain  but pie remains intact and good ,19,1
4,order received not yet try hope it can be working well  thanks ,12,0
5,prompt delivery quality not bad quite stretchable,7,1
5,order received not bad size just right to me thanks,10,1
5,item is correct receive in good condition thank you everybody and the delivery person  very fast delivery thank you very much ,21,0
5,50 pcs 3 ply surgical masks received in good condition 2 days after ordering fastest delivery on shopee good quality breathable disposable surgical masks that are reasonably priced  cheapest in the market during flash sales,35,1
5,happy to receive items have used before good products,9,1
5,tested in working condition thanks ,5,1
5,my second order as its good good quality and fast delivery highly recommended ,13,1
5,cant wait to wear it the length and material is just nice ,12,1
5,received i good condition  well packed,6,0
5,very fast delivery the training rope look nice the length is okay great deal might purchase again in the future,20,1
5,delivery is quite fast and items are nicely wrapped and protected even came with free calendar thanks a lot,19,0
5,my wife and i loved it will be buying more in the future ,13,1
4,received the clothes with good condition thanks seller,8,1
5,received the product super fast  at least 2 weeks earlier than i expected the stirrer has a nonslip coating so its really nice to hold tested  it works very well highly recommend this product,34,1
5,looks nice but abit too thin as they other reviews mentioned lets hope it last for awhile delivery was fast less than a week after i ordered,27,1
5,ordered on 16 may received 27 may food quality and quite thick,12,1
5,well packed professional seller shipped in green polybag and bubble wrap ,11,0
4,fast delivery order on saturday and received on tuesday ,9,0
4,the items appears to be of reasonable quality ,8,1
5,received in good condition good deal during flash sales thanks,10,0
5,seller is very friendly and accommodating she mailed the items out the next day and update with a photo delivery was fast despite the current situation item is also to my expectations ,32,0
5,add on delivery charge will be good if cheaper,9,0
5,soft material suitable for sg weather ,6,1
5,quite good material item as described ,6,1
5,repeat order machine is not as effective after some time but definitely worthwhile as we can buy many sets and itll still be cheaper than other brands ,27,1
5,as advertised and is working well delivery time is acceptable too ,11,1
5,nice bag love the compartments only down side is the strap is non adjustable ,14,1
4,the masks fits my 7 year old child but too small for my 10 year old child mask includes 2 filters happy with the quality in general,27,1
4,well received item nicely packed in a box it local delivery but still took about 7days to received it kinda slow was expecting within 3days since using ninja van but ship out late anyway taste good,36,0
5,fast delivery quality not bad hope it can last long thanks seller,12,1
5,delivery took a while due to virus but item well received and as described ,14,1
5,order received in very good condition very prompt service thank you seller ,12,0
5,well packed and well received in good time for an overseas parcel will buy again,15,0
5,items came in good condition smaller than expected but still works order again but in the largest size ,18,1
5,very good i like it maybe i should buy again next time,12,1
5,can see the result ,4,1
5,item received looks and feels flimsy hope item can last ,10,1
5,well bubbled wrapped  item received in gd condition ,8,1
5,ordered 20 may received 3 june via normal mail delivery considerably fast and thanks for the free gift keychain cap adjustable can fit adults and kids too great buy  ,29,1
5,so so not worth to buy,6,0
5,ordered on 186 received on 266 item is delivered ssfely true to the picture ,14,1
5,cheap and good quality ,4,1
5,good product please buy ,4,1
5,delicious as usual repeated buy as seller never fails to keep up the quality of the durian he sells and trusted to buy durian from him thank you for the goodness,32,1
5,material is quite thin but overall i love the design and colour super cute but quite long sleeves ,18,1
5,works well but battery usage level is short and sound quality isnt the best but for the price im fine with it i usually use it when im doing chores at home but if youre looking to use it in public just stick to your normal earpiece or work harder to get the legit airpods ,55,1
5,received items in good condition though delivery was a bit slow although the sizes are different when i received them they are soft and feel comfortable when wearing will purchase more from this seller once my socks wear out ,39,1
5,fast delivery ordered on monday and received it on wednesday arrive in good condition nice packing tested the product and it is working well happy with the product,28,1
5,item well received and delivery was considered fast received within 2 weeks will purchase again,15,0
5,prompt delivery item was well packed and received in good condition ,11,0
5,shoppee 1 big prize is back shoppee 1 big prize is back shoppee 1 big prize is back shoppee 1 big prize is back ,24,0
5,received in good condition both products seems authentic,8,0
5,very fast delivery second time buying from this store people who stay in hot weather countries pls used this its good 1010  the smell its like baby powder,28,1
5,product received in letter box in good condition thanks seller,10,0
5,very fast delivery seller also threw in some sweets a nice gesture,12,0
5,quality is quite good its super cute and i really like it d,13,1
5,really happy with it order well received with thanks,9,1
5,item received purchased the third time item received in good condition ,11,0
5,heloo item received safely and thkz for the free gift ,10,0
5,quality good well received in great condition will purchase again if i needed thanks seller,15,0
5,rubbish product,2,0
5,item recieved in good condition fast delivery thanks seller,9,0
5,fast delivery well packed and good quality ,7,1
5,fits nicely no issues 2nd time having this with other designs thanks seller,13,1
4,the item is as per described cant expect much with the paid price ,13,1
5,fits me just nice althought the waist is abit tight,10,1
5,works well fast measurement ,4,1
5,using it on my balenciaga fits well fast shipping and good quality too,13,1
4,1st pic blouse nice but will looks superb for ladies with big boobs mine small 75b tho im big size so alot of space  2nd pic floral blouse fits nicely but shld have gotten 1 size bigger overall is good ,40,1
5,didnt wait too long for the item quality seems alright just that the blinds are a little sandy better to wash it before wearing it ,25,1
5,colours are pretty with pale pastel colours tho there are some random bright colours,14,1
5,very good quality will purchase again ,6,1
5,received quite fast product is as per description and works ok i need to practise more on its usage ,19,1
5,value for money ,3,1
5,item received as described quite sensitive and function well ,9,1
5,bought during flash sale and received very quickly nice flavours value for money will buy again,16,1
5,really fast receive  bank transfer takes less than half a day to receive through email  4th time buying from this seller  ticket cheaper than the usual price  if it works i will still buy from this seller  hes really nice too ,41,0
5,responsible seller and good product ,5,1
5,fast delivery 2nd bottle ,4,0
5,item received in good condition very sticky and hope it can hold well thank you ,15,1
5,received in incredible speed looks great yet to try them cant wait to use on my car armrest with torx screws,21,0
5,bought during the bazaar on behalf of a friend seems good quality worth the price,15,1
5,fast delivery very comfortable will definitely recommend it,8,1
5,looks good ,2,1
5,superb customer service and fast delivery ordered on tuesday night customer service message the following day to arrange for delivery on thursday between 7am to 11 am maybe can improve on the delivery timing to be a little later my mom waited from 7am and only received the goods close to 11am ,52,0
5,the clip is strong and good quality easy to use good value  ,12,1
5,the package was well wrapped with bubble wrap it is arrived within one week which is fast during this time tried it and it can actually crush the garlic quite well,31,1
5,easy to use accurate ,4,1
5,fast delivery and good quality value for money will purchase again,10,1
5,item received in good condition fast delivery cheaper than retail price ,11,0
5,item received in good condition i was not at home the delivery person from ninja van has kindly contacted me regarding delivery,22,0
5,received order in good condition timing is just ok despite of the covid situation,14,0
5,nice material good printing love it fit my son well my son is so happy to receive it worth the price paid will definitely buy it again thanks seller ,29,1
5,always a smooth process with this seller and give samples too ,11,0
5,received in good condition love the cover so much,9,1
5,not bad alternative option to philadelphia cheese ,7,1
5,fast delivery within 3 days washable and cheap during sale repeated purchase ,12,1
5,fastthank you,2,0
5,item was shipped out the next day after purchase  received in 7 days thru standard economy fast delivery value for money good product quality excellent service by seller ,28,1
5,nice fast delivery ,3,0
5,fast delivery quality acceptable not too hard for kids ,9,1
5,well received in good condition great for readstarting kids ,9,1
5,prompt delivery item received in good condition good quality and adequate brightness,12,1
5,no bubble wrap the machine is in good condition tested and work well,13,1
4,new set keyboard is a little small though roughly the same size as a 13in laptops keyboard,17,1
5,everything is fine but wrong color hmm,7,0
5,delivered 6 days after placing order with express shipping nice material,11,1
5,item was nicely bubble wrapped thank you for the free samples too ,12,0
5,super fast delivery received the items in 3 days and all are in good condition highly recommended seller,18,0
5,great buy both are adjustable as well which makes it great for me ,13,1
5,received item in good condition tks,6,0
5,product is great nice colour too,5,1
5,very impressed with the fast postage fits me well and material is breathable doesnt muffle my voice white kinda looks like surgical mask tho haha if there were sturdier ear straps and a nose wire it would be perfect alrdy pls restock the colours soon ,45,1
5,fast delivery unexpected items received within a week wrapped with bubble wrapper to avoid any leaking smell very good definitely will purchase again ,23,1
5,item received promptly in good condition the rose gold looks nice and fits the phone,15,1
5,cakes is small in dimension for 4 people buying for babies born in the month of november time flies will order again white rabbit remind us and being to our memories ,31,1
5,nice and receive good condition ,5,1
5,nice and fresh meaty and nicely cleaned,7,1
5,package was delivered discreetly packaging done well have out tried it out,12,0
5,item received in good condition seller make effort to bubble wrapping it to prevent damage size is just nice and good quality ,22,1
5,received in good condition packed securely induvidually ,7,0
5,very nicely wrapped and the product seems good yet to try thanks seller,13,0
5,the paper feel is awesome n love the texure ,9,1
5,very responsive seller the old one broken after placing order the seller helped to arrange very fast delivery bought the dual phone version tried already can work nicely with no swinging noise ,32,1
4,very fast delivery ordered on 30 jun and received it the next day item received in good condition havent use it yet but hopefully it will be good as what i have seen in the reviews very satisfied buy ,39,0
5,works as usual good quality cable ,6,1
5,fits js nice but the material is a little bit giving me plastic vibes,14,1
5,good item and this is my 2nd purchase thank you so much highly recommended ,14,1
5,battery changed successfullg and it works well recommmended buy,9,1
5,item recieved in good condition from korea ,7,0
5,the taste is very nice ,5,1
